APK_ID,Package_Name,SHA256_Hash,File_Size_MB,Install_Date,Permissions_Count,Is_Suspicious,IMEI
APK_000020,com.instagram,b8bd1efad08f90cc29ca881a1147fa35c67d4e754872e77e576c98af74eb2f77,197.7323563913179,2026-05-07,49,False,IMEI_V4
APK_000021,com.fakebank.app,2f9bcaff1f0c817e3660cad9691dfef04d148e520f0b9ce938652b6c8106e9d0,119.00805255627031,2026-03-08,20,True,IMEI_2
APK_000022,com.whatsapp,bd2e9386d76e99ff2d141e1e1c04c2c15f9c79220bd801de5a610ec8fcb3075d,101.24584384415611,2025-12-24,33,False,IMEI_V3
APK_000023,com.instagram,4231a1b367eebbf00314c20d5526b8c577baee85d0013d258ac6de113b4ca282,166.07109456979214,2026-05-19,49,False,IMEI_V2
APK_000024,com.uber,a9b8717290a398c556eda5be6860825c7111f29a546ad875d30cbd3bc27b798f,115.11192262684965,2026-03-15,45,False,IMEI_V4
APK_000025,org.malware.trojan,8310520c4e31c1206b5f9144c6a7c3537f9a07743f55a123cea201cd65344be1,195.71296433621453,2026-06-06,44,True,IMEI_6
APK_000026,com.instagram,93e88da43ab5911deb9232444ba919c6642e8c1e0e87bd4aab970db0d588f5d2,20.426832602475553,2025-12-25,21,False,IMEI_V2
APK_000027,com.whatsapp,9f5c2c1face6e198881bfe8eedf37a2ea2c78251a635b1412e1327d90632aae2,150.71575379485003,2026-07-30,15,False,IMEI_V3
APK_000028,com.uber,f71c63a97beda0be5b7c963b04cc85289757f344328dbe88d479f657644ed529,29.135505456895313,2026-04-30,39,False,IMEI_V4
APK_000029,org.malware.trojan,0cdea0589ce25f91f767641ca3622df77f3ac5417a6b5dac9deb9f89161a6efe,8.118777107443147,2026-06-10,22,True,IMEI_3
APK_000030,com.instagram,3c856e73bf446729973feed08396389febafc32d88e0898fbfaf0f14400bd817,146.9512003887049,2025-10-06,41,False,IMEI_V3
APK_000031,com.instagram,b2f4a97c9d6bbccada75462bd45f5eeddbc54114c071694e2e9c232bf26772f3,37.85558603371634,2025-11-18,26,False,IMEI_V4
APK_000032,com.whatsapp,ceb4090598aca2328b9cae9a550b3e97367ac8a33932123469cd9a2c968d8f1f,107.96812674182783,2026-04-21,45,False,IMEI_V2
APK_000033,com.instagram,71e130cb113b97c51e3c2eee9e055a0c5450d7b16a5dadae2adaac5a07ddfb1e,136.82495714287646,2025-12-26,44,False,IMEI_V4
APK_000034,com.instagram,083e8d4aa08f30ae1bbff800c7e690f43f2504bbb974ee8552eed0bde22554dd,133.8525012175802,2026-07-03,26,False,IMEI_V4
APK_000035,com.spyware.rat,250b09a52d65ee3b4512416fb10683f70892bed0f421e3afb8db094e00a92858,138.94913492939486,2026-02-04,38,True,IMEI_3
APK_000036,com.spyware.rat,24d0968a6312e8b8fca82406002ef6b8af7d2a10c2c211d6e57410415a963e1c,71.98613387193004,2026-08-08,33,True,IMEI_1
APK_000037,com.uber,7014a27650bd8ad304ceed2069ea36bd68649f9406d8b6fa6a78b63f43b4629f,63.0260576401593,2026-04-05,45,False,IMEI_V2
APK_000038,com.twitter,031a7a54a7cdf0ab16475afbf19afeffc07cdc604fed65da4826f4fac1d8748a,130.78226860212155,2025-12-08,14,False,IMEI_V4
APK_000039,com.uber,c98917a077ac274802dd773f9094b096fd16546470f986fdc52da287f2f47f8e,160.24724250091222,2025-12-07,29,False,IMEI_V1
APK_000040,com.whatsapp,0e87de1f8d68d52a73edad12ba1b1b76fb3b2ca9ffe63751dc65aeff01f7cfea,88.8304976331569,2026-09-13,8,False,IMEI_V4
APK_000041,com.uber,355feaadce3b61033ab622495e668fe1e26990c7d4434f4aa405d750dc6e8b62,116.434046064425,2026-01-03,18,False,IMEI_V2
APK_000042,com.uber,c24346bf596ad9bebd47531552b5ed6d808f8f327b6c7d59c2e326687936567e,44.03927880732338,2026-06-29,6,False,IMEI_V2
APK_000043,com.whatsapp,443a73a96da895af7ec4d5a4ab48b877d421543d8dd3d33a1560e909a29723fc,30.886431942432495,2026-06-30,27,False,IMEI_V2
APK_000044,com.whatsapp,d08793baae16dac99641af326865ddb5b7384e58f722cc2672d2b825c4023873,88.03631800183959,2026-07-08,26,False,IMEI_V3
APK_000045,com.twitter,13b2125b00345c3627f547c2aec6dea86ed0148a6b709008afde6ab0cee4dccf,20.207403883465087,2026-07-18,26,False,IMEI_V3
APK_000046,com.uber,f05d65bcc3bec1a2d9231d95a78f94a1889c292939078f76ac2e100994dfbfd8,155.96421400128304,2026-08-20,29,False,IMEI_V2
APK_000047,com.uber,08d40a8da9b076901f068631fe2be0c4eb71857aab8027af00882a5716833a97,194.00158621148935,2025-10-11,6,False,IMEI_V2
APK_000048,com.twitter,4061352b642436730ffd26814f2c2b7d97b46a14824874e77c556a0ccef11a3d,107.87357964190002,2026-05-06,44,False,IMEI_V3
APK_000049,com.uber,f953fe31212445dec702e9d256cca19797efd231404647ff2674d6c89f029de3,70.02397023614597,2026-08-23,50,False,IMEI_V4
APK_000050,com.twitter,12d1ab2f3f92430c0904833683e9dcbabc7b053af3b823902b7462e4370b64ca,154.86447101185786,2026-06-06,43,False,IMEI_V4
APK_000051,com.instagram,e6a8a6526c9be7c05a9c620892e72a966eba82147d5fb016c859fcb5cf14fd20,125.58475933190009,2026-08-19,31,False,IMEI_V1
APK_000052,org.malware.trojan,c2a115e15d33d66affda49c1a560687501bb98e2dbd929364df59277bde6dd74,94.2084569279296,2026-05-13,15,True,IMEI_5
APK_000053,com.twitter,9759b7503dc146cc0c66bcbe1054ab740619aa40d5f1af90b357f8816af9ca77,9.987207115454064,2025-11-05,22,False,IMEI_V2
APK_000054,org.malware.trojan,35a4bce3e5b9ed7144e2ca5961e8f44a83109a34c546ef77d754816b1f740f1d,108.81632549469944,2026-06-05,10,True,IMEI_5
APK_000055,com.uber,4f0d4830a0702c9106de6bf84277f4f111e76af9c4be79df23a7078e563b88d8,182.02803939116455,2026-08-19,50,False,IMEI_V2
APK_000056,com.twitter,b1c7f53331f991ffc3fd130be3ecab68d9d747b4e0f62e1c46e5e7bd64ffa87c,159.28563849987552,2026-01-25,28,False,IMEI_V1
APK_000057,com.fakebank.app,1072906cfe844b43fb8fa33acff544a18b62c9b09246269e002d78cf242656ec,109.32303735036172,2026-08-07,50,True,IMEI_4
APK_000058,com.spyware.rat,916b03466389d22b93684eb167d91490b2aef126a0e859fff07934f6dce50d24,39.56261716322075,2026-01-20,20,True,IMEI_4
APK_000059,com.uber,2ad7906d841e831074f0bb7de98efb22e7fa80e99823646155ebf51bf470e3b6,90.02762856874466,2026-09-15,25,False,IMEI_V4
APK_000060,com.instagram,8846d22a1da5151ab237687ab055b6f0eda628af11e314a1f050a0f6fb98d1d5,39.76094358307363,2026-07-23,46,False,IMEI_V2
APK_000061,com.uber,0a320b6b9b3654051d19441183d33148d4dd21d991738e27fa4f1edd97cb4057,77.378728632636,2026-09-05,31,False,IMEI_V3
APK_000062,com.twitter,a868a41a9ed78a4945e54eb92d9310fb6271963c36387e3485443974f8a93c7f,115.85707940326483,2025-12-09,28,False,IMEI_V2
APK_000063,com.twitter,9af3276c46f386fbbdb25c422137e3f08398b010167acf0bcdaebca6982d9015,196.14868015672837,2025-10-21,46,False,IMEI_V2
APK_000064,com.whatsapp,916d791b5b2dfbb9937080b68d6179ea17b516d9fd6ac335e75737d0d603e15c,141.6597888408798,2026-03-04,13,False,IMEI_V3
APK_000065,com.fakebank.app,2d9e5619587acf01e4eba4bb072d0706980b706bf985112e90a58328c692b99b,83.57377835324219,2026-06-12,16,True,IMEI_1
APK_000066,com.uber,7844e59767707740e2d058d26d6c263fe5c0abc994c904ae8893db7a1c459217,61.937391451748894,2026-04-10,43,False,IMEI_V4
APK_000067,com.twitter,aeeb4472edec95559338649c8a1da77284457a3fd978af5e4853c8507e8966f2,126.05074347137595,2026-01-16,36,False,IMEI_V2
APK_000068,com.instagram,48d07d442d6da9c90f08bd8875155dd440efdb2273ccfe3f072da424a47d2e9a,91.55118885227614,2026-03-17,35,False,IMEI_V3
APK_000069,com.instagram,878fad2c7f0afc5f53a5fe470b215096b5d1e99fbb179a44d4ba91ceefb54f3b,141.31631817741138,2026-05-11,11,False,IMEI_V1
APK_000070,com.uber,fb7e7b9a58e2dbbde91563e81e2facaf80b9c6d5cc88b22cd33c4793ed5d8745,127.13300481800134,2025-10-27,35,False,IMEI_V1
APK_000071,com.instagram,53b61c6c123aee1f980581bfccfdd2858e5a9ee39b2ffd59d87f55290607df83,64.11284106336248,2025-12-18,42,False,IMEI_V4
APK_000072,com.instagram,24bfa87b21093f7f12d0c2b35e78f5db23794b27202ea1e9ca260a4aea0d434a,84.82018456805984,2026-02-19,7,False,IMEI_V4
APK_000073,com.instagram,dd69802485003fd126304c1dc35eca413e39dfc59b99824a4f8fe8f98c8d1dc2,7.015024115382845,2026-09-13,34,False,IMEI_V2
APK_000074,com.twitter,a05112f9d10f8f9c89f48d1e26f110a8f47a759910a125cbf3a492955c07eae1,148.32711327761123,2026-03-20,50,False,IMEI_V4
APK_000075,com.instagram,55a03bfeb4e008b6b9257e26d4432f91c0d735ae5b15fa1508d7277e53b3b0cd,191.18713164729542,2026-07-24,26,False,IMEI_V3
APK_000076,com.instagram,cf7f42a6cf6197dee719c808bdd9e93bef11ab15b28e25d6e1758f55d2e57294,31.056775625606257,2026-05-16,33,False,IMEI_V2
APK_000077,com.uber,08adc700d7f6ef8c7fba8063bbc7b7c22177a92c700000aee32b0201a4a66902,81.4297277149728,2026-06-06,29,False,IMEI_V4
APK_000078,com.whatsapp,842359d1d2f3446b4df467b4b88c5f01e63e28dc97fbc65aebc7cb398e6d3b9e,117.53888031576429,2026-06-08,29,False,IMEI_V3
APK_000079,com.twitter,7ea4c7fbfd04443758e283baccdb8087b6c48cfb8a7917f141c04826c0cfdaee,65.84682116987102,2026-08-21,27,False,IMEI_V3
APK_000080,com.uber,38d072b4462554977e6cc16f64bdd2e6f7ff82bd97e20eb82834d2f8156f709b,168.14118242990511,2026-07-30,47,False,IMEI_V3
APK_000081,com.uber,0d7b6b39808a11cfd8ee0c356a8f9c3749452e53bd57446e3fd23c6f846ca937,7.7278670098559825,2026-06-23,29,False,IMEI_V1
APK_000082,com.uber,1d3b561ec1dc650f9456823deb4f3a4f23faf3778a76eaf4dc171d25d015a951,165.15942295553424,2026-02-25,21,False,IMEI_V2
APK_000083,com.whatsapp,34599d07a9c454fca1807f3143e0d2ede9f76508acbaef1a656ccdb58bbb36de,162.27394096010963,2026-07-08,42,False,IMEI_V3
APK_000084,com.whatsapp,7fdcc8f0ddd7e944ca87731b60847bf4d0cca86ad256cedb70c99b1dcea94064,6.787541741736964,2026-04-19,19,False,IMEI_V2
APK_000085,com.twitter,267055da3960e5719ec5ed94b8f55868ee6b9aecbfe7a0a13081bf71358631e7,16.02236286206984,2025-10-27,48,False,IMEI_V2
APK_000086,com.uber,3e7d84dde4150c9e5c03d3a7076568ae14093ffc32fe3217884d41e81007c61e,47.57648288056539,2026-04-10,16,False,IMEI_V4
APK_000087,org.malware.trojan,4d6f5171d6fcdf1cd3a2f7de5a3d7f70b462bbd0c81ea19cdebe850c8149be71,70.04022476743587,2026-01-25,46,True,IMEI_2
APK_000088,com.whatsapp,ed6497d706687c9a82aef0cfc2983e85ad4a2594b5af414bf18d94720893b226,150.80347416831177,2025-10-17,19,False,IMEI_V1
APK_000089,com.uber,04cc2c6ae4be298466aa660c6b369d45ca1422b85c5d069a0ebf3d825a06056c,68.68966714240014,2026-09-07,28,False,IMEI_V3
APK_000090,com.instagram,571b4d544b9892017d6168068bc0cecec80361a94a6da403c10e612529730673,19.554780850528978,2026-02-23,9,False,IMEI_V4
APK_000091,com.twitter,7599f023f30cc3514ba9d6b3da1c7c1102fd0d1b16a2519545de58f78c6164e2,143.99610391262425,2026-05-02,16,False,IMEI_V1
APK_000092,com.twitter,1f867f4acdd1ce327cd031d1bcedbc66130dca8e65b800dc337a370190652b24,63.51474614442552,2025-11-02,23,False,IMEI_V4
APK_000093,com.fakebank.app,ea133a42955fd8760583ac58b144e0c0c0d543193d1c9aa5e82f561f64026a77,178.47335634203486,2026-01-20,25,True,IMEI_1
APK_000094,com.twitter,ef5a496729d84fb24ae09cb80e696004204e2b3d3b3bbe5b5f0b88f1eea36ccd,177.53381006529966,2026-05-06,26,False,IMEI_V1
APK_000095,com.instagram,6ac1a705bde10ade246da898335edc8c6101bfded17794cc0e7be50b2e86907f,23.19072766902432,2025-10-28,22,False,IMEI_V3
APK_000096,com.uber,7a40936dd0a72aadb37d5c4727348dc34616445d01d9f5b9d97d5990a0fb1364,46.881653503161324,2026-04-05,6,False,IMEI_V1
APK_000097,com.twitter,a749490e97ac53180c9c37d8b5658541b3e4d34f6968493c1aeab5dbfbd2c6b9,74.86556801596159,2026-04-17,22,False,IMEI_V4
APK_000098,com.instagram,9865fabcbe4056799876dfbac88d9d83d9f1ff1fd221e144aa724d8420bb0efe,143.43310737657413,2025-11-24,21,False,IMEI_V2
APK_000099,com.whatsapp,4f4a66980412390721f5d0ee839dfd3cb8fd0ebc58b1c8404c7ddb9435de6f46,161.13644466437157,2026-08-12,14,False,IMEI_V3
APK_000100,com.instagram,fbe4cd48a8cffa588afd916d7634cac4dd04968866bbbd86f210dc31e06034ff,36.76102371320912,2026-02-01,10,False,IMEI_V3
APK_000101,com.instagram,90a70fad462ac4dfd45c3ea89654c170a0495060973f84c08adca7759f433d85,23.12583928521164,2026-01-18,42,False,IMEI_V2
APK_000102,com.twitter,0a898bad7700dcd65e2f137c5c6f0c85630107e4aadbf0c5a50fcf90c8eae647,128.1642976498006,2026-05-21,42,False,IMEI_V4
APK_000103,com.instagram,aeef5e08b8eb5fc48b4afb9babed9b59a91e306e083ce4c6e3387acae707fed1,67.15599230911752,2025-11-12,21,False,IMEI_V1
APK_000104,com.uber,c3cc77ec9ac1329dac184f6edaa0713618c254ad416febb88786d93c9bc22af9,60.36173587204529,2026-05-26,29,False,IMEI_V1
APK_000105,com.instagram,05746363863f6d20069c752fa5d1827ea9c5ece7ccb70aaae5b8c0f89249d514,44.54114254441028,2025-10-27,23,False,IMEI_V3
APK_000106,com.whatsapp,a13126456c4955b6675b7c18146bfb07cb0a5a2d5ea6d0ed974ee6cdb6ebd078,34.786882937633045,2025-12-22,41,False,IMEI_V1
APK_000107,org.malware.trojan,c2797af04163e2af8fd19e3e47f9f6b3d3168aa3228dd05ba0098ce66c928c15,49.8287328770397,2026-08-08,39,True,IMEI_6
APK_000108,com.fakebank.app,84dcb1b8daaabe31b15d7f1569106a9a37d244a80abeda8f22103544896d22f6,104.62711923541859,2026-04-19,9,True,IMEI_1
APK_000109,com.fakebank.app,eec4938a640ff7d5468d6745799e1f4fb0fb9dadd06bc839501dc0f8b2d083f1,92.00666736208275,2026-07-10,50,True,IMEI_5
APK_000110,com.twitter,e5829bc69ba65fae6b8ec7c2e8ce67d7db92d6bbb7d6f31529a2d831069b7a31,167.5909853250089,2025-12-27,38,False,IMEI_V3
APK_000111,com.twitter,79fbee4ddebb58858d7aca3819263a93aa275f14529df927474673c7c8cc04c0,109.4625170479661,2026-08-20,39,False,IMEI_V2
APK_000112,com.whatsapp,f463dfe78d4df5275894ae6b014efe809961c501f93f2996fe65ea313489985c,178.44625119084878,2026-08-23,8,False,IMEI_V4
APK_000113,com.instagram,9fd1c843135abccc82338de0c610d183fe569a2ee0b9e678ec42d368a841eb69,71.87671316988803,2026-07-11,27,False,IMEI_V2
APK_000114,com.instagram,f0b9206d273122702ade8ead2c3760ac74671ccb7a15579625e647f721131f1b,115.59813452620274,2026-03-25,45,False,IMEI_V2
APK_000115,com.uber,a5c3be2de1fc5a219896a3bf09731507ec8d39aee491ebe37286be2425daf4e2,113.90527419953501,2026-06-26,44,False,IMEI_V3
APK_000116,com.uber,dcbc4025c85154d51ea3866ada0428786fef53354964f3dcd3504b1cd45d2e8d,42.32628270900928,2025-11-12,26,False,IMEI_V2
APK_000117,com.uber,e1463d37ee153fb4c63b5eabeef4de35170454c61c579ad8936d9162fed90da8,67.09433802292529,2025-11-06,16,False,IMEI_V2
APK_000118,org.malware.trojan,a363141838eb34a7ca7ea7e3a97c22e07735a8cba5ecbb22ede7b9490d19d792,171.13739781575129,2025-11-26,16,True,IMEI_5
APK_000119,com.twitter,787eb7557548c19bd2db6979ff8c2990b8dc33b9849ff3820ce34bfe5dad6b98,73.907454753268,2026-02-16,45,False,IMEI_V3
APK_000120,com.twitter,7d4c583f83786073b748ddf6aa0affaec45b883b824c1d9d0a54a2e6fea46d3c,103.84007104074549,2026-01-18,50,False,IMEI_V1
APK_000121,com.whatsapp,2c2ecea3a1ea585e917ecdc0b25b3d2f2370af14b1fd61c0fa1ac66b13dba50f,167.8416514441227,2026-04-18,50,False,IMEI_V2
APK_000122,com.instagram,09a32b6cc53325c1beb019bbd4a8463cffe69325e830b61a98b62946d7dbc514,169.0999939359819,2026-09-01,28,False,IMEI_V3
APK_000123,com.fakebank.app,0901bd923b57f846136e9f977bf6a5d61ac1d8365e052da89486a5d22ec4fad7,140.8974894407338,2026-06-10,42,True,IMEI_5
APK_000124,com.instagram,4e604f33289950629ab150cd9d426c79d86b73b05f982a7cbcabf7e38dcd0acf,143.82934743647596,2025-11-23,20,False,IMEI_V1
APK_000125,com.twitter,5ee0c29c711414a227b0c96f6f0a4aee5994f66b730006b635a4d9853ab0fbcc,136.76473779620682,2026-09-17,45,False,IMEI_V1
APK_000126,com.instagram,ffa192ac1fd1accc7f1600b59f1967c4bc078f603f109d535603ab698923f28b,120.93248026206334,2025-10-27,32,False,IMEI_V2
APK_000127,com.whatsapp,e686a12582bcba1bd397a520e75f28d507555c66dfafc644dd5e472ac2d469b5,77.44372642796903,2025-10-21,47,False,IMEI_V4
APK_000128,com.instagram,953a5c84742cb0dd5355b308b1dac1a705240c52aafefedc987f5317f687d48f,25.858548111356875,2026-06-20,47,False,IMEI_V1
APK_000129,com.uber,99070d77538f336947bbec896df1df86680d579842a99cd04dab9ccaeab9cc45,49.564976553235496,2026-03-22,50,False,IMEI_V1
APK_000130,com.twitter,ec814a7a19797573f3373636d89074c39a66be0583b1ce28056b48c53b9cdd30,108.46044975182939,2025-11-03,31,False,IMEI_V2
APK_000131,com.uber,4c76ec936a0ded8d7a0aa0f36397e5a6b9652b99c4e1740009e10190d72cec4d,179.32087321981922,2026-08-12,19,False,IMEI_V4
APK_000132,com.whatsapp,9e4c7cf18480924242066c4f8ab1e39be7970d62071108cf4bfe6c3d1cb6ac8c,138.7055565721385,2026-04-01,18,False,IMEI_V2
APK_000133,com.twitter,a8378d64dc6d1fc84a773d689b43a0965b231aa6eae0a27e3267c67158de15d9,12.865156631669077,2025-10-22,48,False,IMEI_V3
APK_000134,com.twitter,c6f201c5b9e4fea828f35a49145e7a1e75b8c7e2efb2afb917abddab8e00ca10,113.39788170086086,2026-05-24,34,False,IMEI_V4
APK_000135,com.uber,36d3009bbdfac6ccf08051f12790ce31d14d9d940006b158b0746c371f267766,39.74363728798543,2026-03-14,35,False,IMEI_V1
APK_000136,com.whatsapp,181b7e2636607b9597ff5265ce8d1934c737a1686096da9e174fe7dfa560286b,198.40378507456356,2025-10-31,47,False,IMEI_V4
APK_000137,com.uber,690189ed4e24d68e43057950d885331be054b470a2ab8fb60a5c6f0d01721886,62.37612684982736,2025-11-11,12,False,IMEI_V4
APK_000138,com.twitter,e1fddf21e332a834bfb63efe170de7a60dac96912904d141f41fd552338b5814,105.80604672745503,2026-09-12,48,False,IMEI_V4
APK_000139,com.uber,0b462dc308bbbacf604d4b73a6542d78a46ed8fe2724713cc0c9106b8e61409c,38.06740305893004,2026-01-31,27,False,IMEI_V4
APK_000140,com.twitter,f97f5a0ff063b8c08b316ef66c5bc1ed650272329649be2b95d523c38491e963,105.48734256609828,2026-05-18,31,False,IMEI_V1
APK_000141,com.uber,47d5258bb18ea90bb0b86e80fbaac959b622703b1f2c135a5eb2059494cfedc1,113.04209115239115,2025-09-22,41,False,IMEI_V3
APK_000142,com.twitter,b90a7d96846c3b48f09e149323573239097ad0f6e6d3be1bb3bec3c952bc875b,197.17189131187058,2026-03-18,33,False,IMEI_V1
APK_000143,com.twitter,b0cf94f0f2d14f7d5df538c6c1961d6bc677864a55ba6e0f6d35c9745ff5b77c,71.9075537639982,2026-04-01,15,False,IMEI_V4
APK_000144,com.uber,4492eb47a8a8a555e7f693b1070dea35cbf9351ab939709cf5375cafc022bd8b,108.14919323531214,2026-05-01,18,False,IMEI_V3
APK_000145,com.whatsapp,d0bf68b9603f5f69d9fe63a69c08a8a6e1daee122b9dea1fc109dac0b448fa55,147.16178811299255,2026-03-23,29,False,IMEI_V2
APK_000146,com.fakebank.app,72d32453be1b91f615df11ef65527b32d1ce4ee78a26c0f2b67ccfc8fb33d733,42.456767069658554,2026-06-04,41,True,IMEI_4
APK_000147,com.instagram,aa567258347d51df735c14779415fb5f4a98301172d04b57b8a3909902f5e799,150.54279517299466,2026-05-05,29,False,IMEI_V2
APK_000148,org.malware.trojan,4d32219f7966f74f9ea60ee1fbc2a5879da6bf93997f1359f85713e50b5e5096,27.860391130673833,2026-07-11,30,True,IMEI_6
APK_000149,com.whatsapp,2eac07793452d2818b9e3d31e3af5d4631d339a13188b64f27584e43c19b989f,31.015566246833632,2026-06-01,17,False,IMEI_V3
